event_id,timestamp_ns,detector_id,channel_id,energy_deposit_keV,hit_multiplicity,signal_amplitude_mV,noise_floor_mV,temperature_K,run_status
31740,318673601,7,14,2.7663,0,4.8461,2.107,292.8251,active
31741,318675617,8,3,2.6375,0,8.269,5.1846,292.8428,active
31742,318687683,2,2,10.8904,1,15.904,3.9894,292.9288,active
31743,318692674,3,12,51.1767,1,59.9458,3.5358,292.9968,active
31744,318701161,6,13,21.1526,1,24.8348,4.9315,293.0006,active
31745,318706145,4,6,77.7446,3,87.7279,5.1132,293.0329,active
31746,318707146,6,8,128.4354,2,118.5173,2.7863,293.036,active
31747,318712427,4,12,10.4673,1,18.0216,6.4807,293.0173,active
31748,318713140,4,13,2.2505,0,5.891,3.5748,292.9644,active
31749,318713384,1,6,132.0278,2,147.7456,5.5455,292.9091,active
31750,318735480,5,12,17.0089,2,18.7131,2.0836,292.8812,active
31751,318737185,7,12,16.4066,2,19.4459,4.8043,292.868,active
31752,318744121,7,12,10.8869,1,14.8039,4.8043,292.8437,active
31753,318744221,3,14,17.1366,2,19.6772,2.9876,292.8539,active
31754,318750718,6,13,8.3391,1,12.7416,4.9315,292.8071,active
31755,318751518,2,7,21.6777,1,31.6647,7.377,292.9297,active
31756,318757691,6,5,126.8837,1,116.6565,6.8247,292.8907,active
31757,318785966,4,15,25.7989,2,31.7507,3.4458,292.894,active
31758,318819349,8,7,11.7843,2,16.1249,4.4754,292.9179,active
31759,318826988,6,14,9.4836,2,14.4858,5.9772,292.8907,active
31760,318827709,1,15,25.6744,2,29.7248,5.4304,292.9368,active
31761,318829277,7,0,17.2634,1,20.895,3.7187,292.9377,active
31762,318842632,6,2,23.6279,1,31.3951,6.1656,292.8414,active
31763,318845793,2,9,15.5067,1,18.9789,5.3242,292.8211,active
31764,318859261,3,1,2.6539,0,9.1034,7.4961,292.8302,active
31765,318861601,2,10,124.1387,6,124.8624,2.6515,292.8093,active
31766,318888991,3,0,35.0304,1,35.9033,2.6464,292.7864,active
31767,318893721,8,13,8.2772,2,11.7721,3.487,292.8086,active
31768,318896355,8,6,5.6375,1,11.6755,5.6186,292.8406,active
31769,318908113,5,10,47.4484,1,45.3418,5.0044,292.8692,active
31770,318912913,3,7,130.7171,4,144.0916,6.8495,292.8148,active
31771,318930663,3,11,126.1987,5,123.7584,5.0903,292.8129,active
31772,318937321,8,10,1.4714,0,6.6016,5.9116,292.7169,active
31773,318958832,2,4,124.8085,4,139.5438,4.6335,292.7523,active
31774,318963254,7,12,11.0958,1,15.6239,4.8043,292.7277,active
31775,318964628,8,13,5.922,1,8.2199,3.487,292.6926,active
31776,318973033,7,5,5.2187,1,8.5079,2.6354,292.7673,active
31777,318980887,6,1,113.3484,2,114.8761,5.038,292.6942,active
31778,318983816,8,7,15.5494,1,20.9569,4.4754,292.7275,active
31779,318985773,2,10,100.204,3,102.3104,2.6515,292.7708,active
31780,318988580,8,12,1.785,0,5.922,4.7234,292.7889,active
31781,318998842,1,3,2.972,0,9.9644,7.5507,292.7374,active
31782,319018322,1,7,10.9933,1,13.4782,2.1368,292.7413,active
31783,319018725,2,12,21.5742,2,22.3515,3.6874,292.7201,active
31784,319024709,5,8,12.3325,2,20.3578,6.6644,292.6609,active
31785,319031278,2,12,1.186,0,5.6597,3.6874,292.7472,active
31786,319035418,6,10,64.9593,3,66.3675,7.5654,292.7262,active
31787,319057306,1,2,5.5883,1,9.3623,3.0236,292.7498,active
31788,319057780,6,3,30.2317,1,32.2612,5.4867,292.6635,active
31789,319059997,2,12,32.0869,1,31.775,3.6874,292.7477,active
31790,319060480,5,11,9.33,1,11.4691,2.8634,292.7777,active
31791,319061768,1,13,128.0758,3,145.44,4.9442,292.7719,active
31792,319070570,8,4,6.1158,1,12.0663,5.6361,292.7314,active
31793,319085688,4,0,17.3102,3,23.1199,4.6106,292.7264,active
31794,319100093,5,3,3.9715,0,6.3985,3.0756,292.7643,active
31795,319104344,4,6,6.2828,1,11.0003,5.1132,292.7989,active
31796,319121465,5,1,7.1674,1,13.5158,6.9867,292.8875,active
31797,319126894,4,3,14.1288,1,18.2386,6.4916,292.9012,active
31798,319163212,1,2,11.6386,1,15.7139,3.0236,292.9728,active
31799,319169962,7,2,0.438,0,2.9261,2.1492,292.996,active
31800,319172054,6,6,2.7954,0,8.9904,6.2924,292.9462,active
31801,319182169,3,12,8.268,2,12.1849,3.5358,292.9464,active
31802,319185176,1,6,36.154,3,44.7535,5.5455,293.0212,active
31803,319196354,8,4,19.578,2,27.0397,5.6361,292.9758,active
31804,319199381,3,8,147.7174,6,147.8774,3.9028,292.9412,active
31805,319200215,8,10,37.8552,2,38.5032,5.9116,292.9091,active
31806,319214650,7,5,12.7331,1,16.658,2.6354,292.9077,active
31807,319224628,8,0,12.4344,2,19.4087,6.9766,292.9308,active
31808,319227879,6,4,95.6951,4,85.8354,3.1987,292.887,active
31809,319238894,2,1,28.3151,2,29.0681,3.6019,292.93,active
31810,319250144,1,2,1.721,0,4.5705,3.0236,292.917,active
31811,319257874,2,9,28.6024,1,30.8509,5.3242,292.9133,active
31812,319270073,4,2,13.624,2,19.6366,7.3501,292.9483,active
31813,319272103,5,5,4.199,0,11.4212,7.2474,292.9502,active
31814,319309432,8,6,12.296,1,17.2809,5.6186,292.9526,active
31815,319314386,2,14,6.0499,1,13.0397,6.362,292.943,active
31816,319322694,6,2,6.7904,1,13.9534,6.1656,292.9783,active
31817,319335314,1,1,8.8426,1,14.3155,5.5259,292.9814,active
31818,319343400,4,8,5.9117,1,11.7224,6.6321,292.9206,active
31819,319364890,1,9,16.1672,1,20.5204,4.8938,292.9282,active
31820,319378624,3,8,15.7482,1,19.6766,3.9028,292.9074,active
31821,319380206,5,11,6.0753,1,8.8332,2.8634,292.9194,active
31822,319393480,6,13,3.6328,0,7.9463,4.9315,292.9654,active
31823,319399025,7,9,15.6939,1,22.7756,5.5763,292.9322,active
31824,319409849,5,8,13.3942,2,21.0126,6.6644,292.9769,active
31825,319411934,3,10,27.9849,2,33.4966,3.7455,292.96,active
31826,319412160,8,3,12.8377,1,19.2824,5.1846,292.8809,active
31827,319413819,8,3,10.015,1,16.312,5.1846,292.8531,active
31828,319415493,8,5,11.1938,1,18.6659,7.2064,292.8813,active
31829,319419320,7,12,0.7388,0,6.0846,4.8043,292.812,active
31830,319419431,7,13,29.7148,3,40.424,6.7086,292.7426,active
31831,319432215,1,8,15.0903,1,21.24,7.7514,292.822,active
31832,319437626,5,9,17.1702,2,23.7808,7.831,292.7751,active
31833,319451992,4,12,23.0155,2,30.8862,6.4807,292.7379,active
31834,319475244,3,3,41.3716,1,39.6084,2.2245,292.7525,active
31835,319483425,1,1,113.6577,2,117.6422,5.5259,292.7688,active
31836,319505982,2,11,1.0425,0,7.7668,6.0334,292.8047,active
31837,319506497,8,2,6.3085,1,9.0017,3.3958,292.7388,active
31838,319528273,8,2,25.9827,2,27.0643,3.3958,292.7559,active
31839,319538277,6,6,5.3335,1,11.9693,6.2924,292.7387,active
31840,319545140,1,12,6.3204,2,11.1093,4.9199,292.8463,active
31841,319568898,6,6,135.1152,4,150.6115,6.2924,292.794,active
31842,319570086,2,1,8.808,1,10.4283,3.6019,292.808,active
31843,319582232,6,2,104.0672,4,119.8102,6.1656,292.8364,active
31844,319597326,1,4,5.234,1,10.5281,5.4864,292.7988,active
31845,319606967,3,1,32.5058,2,38.9931,7.4961,292.8451,active
31846,319608844,1,5,15.548,1,22.9048,4.0812,292.9079,active
31847,319611827,8,1,117.6506,4,127.781,6.7809,292.9121,active
31848,319616313,5,13,16.3397,1,20.0734,3.3779,292.945,active
31849,319640676,8,0,4.3826,0,11.6789,6.9766,292.9577,active
31850,319641961,1,3,65.8396,1,77.7071,7.5507,292.9615,active
31851,319643554,6,0,14.3128,1,17.5609,2.731,293.0364,active
31852,319643883,4,4,24.5524,3,35.1406,7.3448,293.0623,active
31853,319648320,4,12,6.0243,1,13.0729,6.4807,293.1217,active
31854,319650220,7,9,3.9461,0,9.5712,5.5763,293.1327,active
31855,319653135,1,14,123.5133,4,128.4836,7.627,293.1747,active
31856,319663654,8,9,4.2556,0,9.4806,4.5553,293.2028,active
31857,319679129,1,6,1.4983,0,7.4803,5.5455,293.1106,active
31858,319691490,3,15,41.359,2,40.5733,2.2695,293.0906,active
31859,319700755,2,2,31.7922,3,39.0983,3.9894,293.1058,active
31860,319702820,5,1,25.6769,1,33.4154,6.9867,293.0822,active
31861,319703440,5,5,0.4705,0,7.7973,7.2474,293.0122,active
31862,319704218,6,14,58.5607,3,60.9662,5.9772,293.0036,active
31863,319713246,7,13,51.2022,2,63.8741,6.7086,293.0497,active
31864,319736166,7,8,2.0644,0,10.2001,7.7974,293.0959,active
31865,319737654,8,14,102.8371,2,101.4697,3.42,293.0766,active
31866,319744164,4,10,112.8532,4,104.9705,4.2419,292.9658,active
31867,319745103,2,3,6.0314,1,12.0449,5.124,292.7947,active
31868,319794743,2,0,125.5277,2,132.0021,4.8409,292.745,active
31869,319796210,3,0,15.6699,2,17.1482,2.6464,292.7253,active
31870,319798692,5,13,112.7032,3,122.3694,3.3779,292.7176,active
31871,319844911,1,4,66.6204,1,63.4145,5.4864,292.7183,active
31872,319849510,8,6,138.6841,3,141.4055,5.6186,292.7127,active
31873,319860671,8,6,71.0815,2,75.5652,5.6186,292.7536,active
31874,319861572,2,1,10.7914,2,13.4139,3.6019,292.7126,active
31875,319907268,7,0,3.3373,0,6.8655,3.7187,292.6895,active
31876,319908816,5,11,97.9431,2,94.3242,2.8634,292.699,active
31877,319910993,4,10,67.5878,1,64.3645,4.2419,292.7053,active
31878,319920662,6,3,19.8632,1,23.4824,5.4867,292.6717,active
31879,319925404,5,1,7.584,1,14.7441,6.9867,292.7113,active
31880,319930090,3,8,32.3968,1,36.0501,3.9028,292.7226,active
31881,319943220,5,1,125.4424,1,133.1186,6.9867,292.7238,active
31882,319965817,2,4,120.2156,3,135.1192,4.6335,292.7313,active
31883,320008682,3,11,9.7306,1,14.5148,5.0903,292.7909,active
31884,320009125,8,2,69.0839,1,65.4823,3.3958,292.8039,active
31885,320011152,2,12,13.894,2,16.3393,3.6874,292.8565,active
31886,320034688,5,14,101.668,2,105.6091,2.7909,292.8577,active
31887,320037109,3,2,37.8743,2,41.2377,3.3813,292.9122,active
31888,320040552,4,10,7.2984,3,10.4988,4.2419,292.8922,active
31889,320047691,2,12,67.7367,3,63.6626,3.6874,292.8698,active
31890,320048484,5,8,136.7366,5,157.4233,6.6644,292.8543,active
31891,320057330,5,4,7.8532,1,11.6804,5.5963,292.881,active
31892,320060457,5,15,33.0076,1,42.5748,6.066,292.8429,active
31893,320069897,3,4,19.3958,2,22.9917,5.3291,292.8195,active
31894,320089562,5,3,17.2547,1,18.6456,3.0756,292.7804,active
31895,320105719,6,1,1.0618,0,5.588,5.038,292.7909,active
31896,320105974,6,14,109.1685,2,108.402,5.9772,292.7295,active
31897,320113087,5,3,28.79,2,31.3887,3.0756,292.7378,active
31898,320117268,3,2,15.9534,3,19.8814,3.3813,292.8134,active
31899,320168695,5,0,17.347,2,21.4407,2.7365,292.8465,active
31900,320177992,5,4,135.8459,4,123.1735,5.5963,292.8893,active
31901,320194249,8,10,125.5442,4,115.8485,5.9116,292.8599,active
31902,320202528,4,10,1.1451,0,5.809,4.2419,292.8354,active
31903,320219198,3,13,0.3396,0,7.1993,7.6163,292.7778,active
31904,320220330,6,10,4.6252,0,10.7686,7.5654,292.7406,active
31905,320231424,6,0,29.3157,1,33.2081,2.731,292.778,active
31906,320235172,4,13,2.8202,0,5.5083,3.5748,292.7907,active
31907,320238704,1,4,14.7134,1,19.3822,5.4864,292.8238,active
31908,320254665,6,15,0.3507,0,7.6911,7.7337,292.8731,active
31909,320255757,6,5,114.236,2,107.0654,6.8247,292.8803,active
31910,320281512,8,0,20.0586,2,25.6169,6.9766,292.7434,active
31911,320282760,5,6,3.6928,0,6.6566,3.1786,292.8115,active
31912,320291328,5,7,0.1,0,3.658,3.8619,292.8635,active
31913,320296599,2,13,102.7245,3,114.3163,5.9565,292.7783,active
31914,320319830,4,8,11.7926,2,18.9433,6.6321,292.7356,active
31915,320334125,1,0,71.9154,3,80.609,2.6204,292.6901,active
31916,320344303,5,0,0.858,0,3.0275,2.7365,292.7205,active
31917,320349011,6,9,11.6702,1,13.9813,2.7425,292.5929,active
31918,320366194,7,1,36.2465,1,39.5076,7.5489,292.5814,active
31919,320367077,6,8,15.3137,1,16.2855,2.7863,292.6234,active
31920,320375367,7,14,12.238,1,14.7885,2.107,292.5996,active
31921,320379796,6,13,11.344,1,16.5619,4.9315,292.5942,active
31922,320399292,7,10,1.6616,0,9.6899,7.5981,292.541,active
31923,320402614,4,4,7.2379,1,15.134,7.3448,292.5994,active
31924,320422403,5,8,14.1743,1,22.1064,6.6644,292.5478,active
31925,320444534,6,1,4.172,0,9.8268,5.038,292.5582,active
31926,320449487,5,11,14.1235,2,15.7623,2.8634,292.589,active
31927,320461238,5,2,19.5624,1,22.967,2.9197,292.6184,active
31928,320464504,7,0,2.8944,0,6.2382,3.7187,292.6373,active
31929,320471006,2,10,12.015,2,14.452,2.6515,292.6524,active
31930,320483304,3,9,17.9315,1,27.2254,7.7174,292.7521,active
31931,320485492,5,8,39.9616,2,50.9126,6.6644,292.7049,active
31932,320491007,6,7,44.5962,1,51.023,6.4339,292.5936,active
31933,320510432,5,9,10.1559,1,17.2105,7.831,292.7048,active
31934,320511679,2,7,0.9599,0,8.1061,7.377,292.6934,active
31935,320512734,7,2,3.3698,0,4.8776,2.1492,292.6169,active
31936,320521558,5,9,123.3505,1,121.3936,7.831,292.7277,active
31937,320528252,4,0,78.16,2,87.4659,4.6106,292.6842,active
31938,320540436,8,1,2.9239,0,8.5277,6.7809,292.6078,active
31939,320549068,4,9,50.5401,3,57.2779,5.97,292.6245,active
31940,320550937,2,11,16.3717,1,21.0472,6.0334,292.5709,active
31941,320567475,8,1,1.349,0,8.8537,6.7809,292.5632,active
31942,320568925,4,6,5.4716,1,11.5316,5.1132,292.5532,active
31943,320593397,8,14,0.1164,0,3.8379,3.42,292.4883,active
31944,320615941,5,12,14.4335,1,15.6523,2.0836,292.572,active
31945,320616670,2,12,42.2426,4,41.5831,3.6874,292.6372,active
31946,320640884,4,10,16.6433,1,18.9571,4.2419,292.6268,active
31947,320656759,8,2,43.017,2,42.8266,3.3958,292.6006,active
31948,320666680,8,6,20.7549,2,26.2038,5.6186,292.5727,active
31949,320672109,2,9,28.5799,2,31.001,5.3242,292.5633,active
31950,320681281,8,10,9.3508,1,14.3495,5.9116,292.5465,active
31951,320695408,7,2,6.6866,2,7.7333,2.1492,292.5537,active
31952,320703249,6,15,13.6065,1,22.0202,7.7337,292.473,active
31953,320711565,2,14,110.5718,6,124.1868,6.362,292.4563,active
31954,320733786,5,0,123.8425,7,131.3372,2.7365,292.379,active
31955,320759867,4,9,1.2701,0,6.885,5.97,292.4065,active
31956,320775697,1,2,0.8099,0,3.4277,3.0236,292.3786,active
31957,320802392,8,5,5.5567,1,12.781,7.2064,292.4782,active
31958,320809213,5,14,7.1468,1,10.422,2.7909,292.5125,active
31959,320825145,1,10,11.3116,2,18.0157,6.6964,292.4923,active
31960,320833306,3,5,2.3994,0,6.6895,4.2255,292.535,active
31961,320854291,7,0,9.5372,1,13.0188,3.7187,292.4196,active
31962,320867365,4,13,123.2918,4,125.5023,3.5748,292.4008,active
31963,320874704,4,4,8.7462,1,17.318,7.3448,292.4474,active
31964,320909876,2,9,113.548,2,108.052,5.3242,292.5384,active
31965,320920585,1,3,27.9661,2,37.0135,7.5507,292.5069,active
31966,320934251,8,12,11.7768,1,15.357,4.7234,292.5475,active
31967,320948359,8,5,11.8561,1,21.0575,7.2064,292.4759,active
31968,320952443,1,11,104.2447,5,120.0363,2.4964,292.4656,active
31969,320956011,5,1,13.0734,2,19.5,6.9867,292.534,active
31970,320962145,6,9,29.7869,2,32.8708,2.7425,292.4922,active
31971,320962376,8,15,1.4036,0,7.384,6.4761,292.4888,active
31972,320965893,5,7,37.2552,2,40.5759,3.8619,292.5264,active
31973,320967076,7,7,11.2957,1,17.2165,4.5147,292.5047,active
31974,320976488,1,10,0.1,0,6.3334,6.6964,292.4966,active
31975,320977842,1,13,5.6171,1,11.7619,4.9442,292.4652,active
31976,320999228,4,12,18.0245,1,25.8048,6.4807,292.4615,active
31977,321003457,3,0,5.1941,1,7.6613,2.6464,292.5687,active
31978,321011953,7,4,8.9436,1,16.1405,5.8039,292.563,active
31979,321027146,3,13,108.419,2,126.7219,7.6163,292.5296,active
31980,321077290,4,15,6.7899,1,10.5559,3.4458,292.4871,active
31981,321082686,5,10,4.0682,0,8.519,5.0044,292.6082,active
31982,321088918,8,0,7.2537,1,13.0316,6.9766,292.6872,active
31983,321094726,1,10,18.8794,3,23.7426,6.6964,292.7283,active
31984,321126381,5,15,9.2191,1,16.4765,6.066,292.7558,active
31985,321134890,4,12,9.6808,2,17.0184,6.4807,292.7057,active
31986,321135839,1,11,11.629,2,14.759,2.4964,292.7233,active
31987,321146456,7,8,6.2396,1,13.8917,7.7974,292.7701,active
31988,321163319,8,14,0.9313,0,5.3426,3.42,292.7265,active
31989,321170782,2,10,12.8975,1,15.0768,2.6515,292.704,active
31990,321186992,7,8,8.2178,1,16.3366,7.7974,292.7693,active
31991,321202407,6,14,17.8109,1,22.8501,5.9772,292.8053,active
31992,321219494,6,0,0.2215,0,2.4808,2.731,292.7976,active
31993,321224428,4,2,15.9676,1,22.3945,7.3501,292.7387,active
31994,321224946,3,13,1.5383,0,9.6021,7.6163,292.7001,active
31995,321243184,1,0,55.2516,2,61.5728,2.6204,292.6643,active
31996,321246570,1,14,13.9581,1,22.2964,7.627,292.7097,active
31997,321247903,2,15,3.0565,0,10.3852,6.6119,292.7949,active
31998,321273060,5,4,4.082,0,8.7203,5.5963,292.7353,active
31999,321274533,2,14,6.4862,1,12.763,6.362,292.7293,active
32000,321290643,6,8,14.611,1,15.0529,2.7863,292.6963,active
32001,321291023,5,8,133.8186,2,154.4943,6.6644,292.6675,active
32002,321294257,3,14,41.4024,2,42.1921,2.9876,292.6714,active
32003,321296572,1,12,0.1,0,5.4349,4.9199,292.7696,active
32004,321319078,5,14,15.0198,1,17.6579,2.7909,292.9068,active
32005,321320089,7,14,40.31,3,41.5381,2.107,292.9899,active
32006,321322992,4,11,138.0945,4,124.7668,2.5668,292.9794,active
32007,321331743,7,7,0.9163,0,5.0274,4.5147,292.9992,active
32008,321366951,3,2,25.063,2,28.0754,3.3813,292.948,active
32009,321372900,1,1,52.4502,3,56.8678,5.5259,292.9426,active
32010,321394584,6,4,26.1277,1,25.3964,3.1987,292.9403,active
32011,321396437,8,7,19.4159,2,25.3077,4.4754,292.8851,active
32012,321400836,8,2,44.3077,1,43.7411,3.3958,292.8838,active
32013,321401099,8,5,22.2475,1,30.454,7.2064,292.9261,active
32014,321414017,1,12,8.1833,1,13.1432,4.9199,292.9265,active
32015,321437424,1,0,34.0398,2,39.7595,2.6204,292.8485,active
32016,321438646,5,4,2.2421,0,6.8091,5.5963,292.8828,active
32017,321441683,8,15,7.5828,1,12.5389,6.4761,292.9058,active
32018,321444656,8,5,13.8659,1,22.7563,7.2064,292.9856,active
32019,321448362,3,11,40.6718,2,43.9356,5.0903,292.9069,active
32020,321454072,4,9,6.9614,1,13.4536,5.97,292.9182,active
32021,321455598,6,12,128.0144,1,130.0621,3.8057,292.993,active
32022,321460154,8,11,85.7559,6,90.327,7.2049,292.9374,active
32023,321461478,2,9,117.8628,3,112.5426,5.3242,293.0323,active
32024,321471974,8,15,2.2511,0,8.7739,6.4761,293.0332,active
32025,321487820,7,4,23.5071,2,31.9722,5.8039,293.0409,active
32026,321510960,1,4,133.3368,1,121.3473,5.4864,293.0314,active
32027,321531234,7,9,4.9003,0,10.8331,5.5763,293.001,active
32028,321533533,6,11,32.0075,1,38.0042,4.3855,293.0913,active
32029,321536230,8,10,19.9173,1,23.3952,5.9116,293.1397,active
32030,321552531,2,15,7.9447,1,16.0487,6.6119,293.2107,active
32031,321575510,8,9,4.5378,0,9.2135,4.5553,293.2251,active
32032,321577821,1,12,6.8086,1,12.8864,4.9199,293.1707,active
32033,321580004,1,2,7.6055,1,11.5832,3.0236,293.1551,active
32034,321580288,4,0,5.1263,1,9.6239,4.6106,293.1605,active
32035,321605723,6,13,101.3741,6,103.0451,4.9315,293.1606,active
32036,321607401,2,7,0.5277,0,7.7657,7.377,293.1402,active
32037,321610964,3,4,39.4459,1,39.6763,5.3291,293.1808,active
32038,321617897,4,12,9.0749,1,16.8255,6.4807,293.0896,active
32039,321625083,2,6,101.2598,4,122.0109,6.9578,293.1494,active
32040,321625993,2,0,111.5676,3,117.9606,4.8409,293.2113,active
32041,321627662,2,8,125.0477,11,138.0702,2.8415,293.1756,active
32042,321631537,8,2,126.9165,8,117.2394,3.3958,293.1428,active
32043,321644944,8,15,128.6085,2,121.4627,6.4761,293.1818,active
32044,321670850,6,5,26.5929,1,30.2689,6.8247,293.1544,active
32045,321674633,6,5,10.2789,2,15.1297,6.8247,293.1154,active
32046,321679183,2,13,51.6263,2,60.2671,5.9565,293.1545,active
32047,321684042,1,0,6.2773,1,10.157,2.6204,293.2334,active
32048,321700359,4,10,7.6505,2,11.1199,4.2419,293.2111,active
32049,321713434,8,15,45.4116,2,47.0795,6.4761,293.227,active
32050,321714209,4,0,8.7825,1,14.5058,4.6106,293.2502,active
32051,321721917,7,15,17.9701,2,18.9918,2.6549,293.1837,active
32052,321725410,3,9,10.3072,1,18.1125,7.7174,293.1792,active
32053,321742673,3,3,13.9852,1,15.7333,2.2245,293.1817,active
32054,321745385,7,13,0.1424,0,6.7501,6.7086,293.2708,active
32055,321753065,4,13,1.3156,0,4.5993,3.5748,293.2651,active
32056,321757155,6,15,14.7225,1,24.317,7.7337,293.2486,active
32057,321757933,6,14,29.7481,1,34.1483,5.9772,293.2173,active
32058,321761165,6,9,11.5042,2,14.3986,2.7425,293.1754,active
32059,321768936,6,0,38.4342,1,42.9237,2.731,293.1234,active
32060,321771430,7,11,2.8235,0,10.7511,6.8262,293.1774,active
32061,321775578,4,12,1.4075,0,8.504,6.4807,293.083,active
32062,321798265,3,12,116.1111,1,131.1574,3.5358,293.0352,active
32063,321804918,5,2,0.4958,0,3.3725,2.9197,292.9786,active
32064,321806262,3,11,30.4475,2,33.542,5.0903,292.9988,active
32065,321821995,1,13,2.7247,0,8.1951,4.9442,292.9873,active
32066,321824096,3,1,47.2658,1,53.0057,7.4961,292.9942,active
32067,321828659,5,0,131.8819,6,139.8184,2.7365,292.9711,active
32068,321830606,5,1,13.6328,1,20.151,6.9867,292.9767,active
32069,321837517,3,11,0.1128,0,4.5813,5.0903,293.0057,active
32070,321839764,6,4,13.4325,2,14.5289,3.1987,292.9921,active
32071,321842576,3,13,7.9021,1,16.3983,7.6163,292.9618,active
32072,321846436,6,15,0.5792,0,9.1305,7.7337,292.973,active
32073,321867131,3,0,43.4696,2,44.1462,2.6464,293.0383,active
32074,321872984,8,11,18.8947,1,25.2232,7.2049,292.9905,active
32075,321880153,6,12,6.7971,1,10.0881,3.8057,292.9817,active
32076,321926651,5,1,15.6308,1,22.6483,6.9867,292.9536,active
32077,321953499,4,1,13.4663,1,20.5181,7.9543,292.9399,active
32078,321956091,7,12,13.2739,1,16.9218,4.8043,293.0194,active
32079,321956858,4,1,59.4605,3,60.9371,7.9543,292.9809,active
32080,321959933,7,3,10.3168,2,17.1616,5.3312,292.9342,active
32081,321960894,2,14,2.3338,0,8.3989,6.362,293.0533,active
32082,321968368,7,11,4.519,0,10.7457,6.8262,293.0987,active
32083,321968573,8,14,25.7945,1,27.9916,3.42,293.1177,active
32084,321972145,2,4,57.43,1,66.0661,4.6335,293.1029,active
32085,321974537,2,11,105.1413,3,97.3806,6.0334,293.1523,active
32086,321975315,8,9,3.294,0,8.5974,4.5553,293.1637,active
32087,321976288,4,14,10.6432,1,18.4598,7.6209,293.0874,active
32088,321985219,6,3,3.4408,0,8.1163,5.4867,293.1408,active
32089,322001591,2,0,28.7882,1,33.6077,4.8409,293.1163,active
32090,322015420,4,6,7.2791,1,13.4894,5.1132,293.0979,active
32091,322024350,6,8,46.993,1,45.9649,2.7863,293.0565,active
32092,322062179,8,9,7.2018,1,10.8803,4.5553,293.0127,active
32093,322062748,4,13,114.6241,4,116.2074,3.5748,292.9096,active
32094,322079235,1,10,119.0509,3,121.0995,6.6964,292.9077,active
32095,322085564,4,14,49.1142,2,57.7149,7.6209,292.9785,active
32096,322100030,6,11,24.9615,2,30.3856,4.3855,293.0067,active
32097,322110122,8,5,6.1922,1,14.7189,7.2064,292.9669,active
32098,322130889,7,13,5.6561,1,12.951,6.7086,293.008,active
32099,322137804,7,5,0.1779,0,3.1404,2.6354,292.9488,active
32100,322162243,2,13,59.8749,1,69.094,5.9565,293.0334,active
32101,322176772,5,11,35.1114,3,35.9773,2.8634,293.0976,active
32102,322188142,5,3,1.1889,0,4.5378,3.0756,293.102,active
32103,322192996,4,0,3.6079,0,8.072,4.6106,293.0902,active
32104,322194058,8,14,93.3566,4,92.2412,3.42,293.072,active
32105,322198667,8,12,10.4807,2,13.9,4.7234,293.0868,active
32106,322206498,2,0,118.2361,5,124.5387,4.8409,293.0678,active
32107,322222503,8,3,3.1089,0,8.2919,5.1846,293.0492,active
32108,322222603,7,7,28.453,1,35.4417,4.5147,293.1247,active
32109,322227663,6,8,17.7433,1,19.0503,2.7863,293.1489,active
32110,322228421,4,6,12.3764,1,17.3921,5.1132,293.0869,active
32111,322230174,7,3,101.9886,2,121.0668,5.3312,293.0867,active
32112,322254603,5,10,24.1381,2,25.7462,5.0044,293.1639,active
32113,322256419,8,11,17.9954,1,25.7104,7.2049,293.1242,active
32114,322260985,6,10,3.8932,0,10.9798,7.5654,293.0427,active
32115,322272922,8,15,7.1641,1,12.7635,6.4761,293.0564,active
32116,322275327,4,6,7.583,1,13.5682,5.1132,293.0734,active
32117,322283024,1,8,24.7309,1,30.0107,7.7514,293.0978,active
32118,322291047,4,5,1.9454,0,10.3913,7.3607,293.1044,active
32119,322294069,8,15,31.0508,1,33.9933,6.4761,293.0666,active
32120,322294637,6,6,47.8137,1,57.5345,6.2924,293.0769,active
32121,322301146,6,6,6.2494,1,13.1557,6.2924,293.1183,active
32122,322306517,6,11,5.7565,1,10.5165,4.3855,293.1468,active
32123,322310185,5,4,22.3869,1,24.4218,5.5963,293.0924,active
32124,322321531,1,5,32.1299,2,41.3347,4.0812,293.0636,active
32125,322322196,4,13,130.2045,3,132.6335,3.5748,293.0542,active
32126,322326555,1,0,86.5735,1,96.9141,2.6204,293.0289,active
32127,322376637,3,0,24.0896,1,24.9542,2.6464,293.0108,active
32128,322401111,6,13,11.796,1,17.1502,4.9315,293.0414,active
32129,322403607,7,4,137.9453,4,160.9551,5.8039,293.0597,active
32130,322424419,2,12,27.1413,1,28.2727,3.6874,293.0401,active
32131,322430737,6,11,20.4737,1,26.535,4.3855,293.0502,active
32132,322436319,2,3,1.9088,0,7.7874,5.124,293.1306,active
32133,322440471,2,3,23.7533,2,29.4374,5.124,293.1201,active
32134,322445327,8,15,5.8679,1,12.0619,6.4761,293.0531,active
32135,322445845,5,14,26.1845,2,28.9785,2.7909,293.1031,active
32136,322485383,2,4,42.6624,1,49.5636,4.6335,293.1322,active
32137,322514581,2,7,1.5481,0,8.4011,7.377,293.2378,active
32138,322528032,1,13,5.1849,1,10.1961,4.9442,293.1876,active
32139,322528485,4,3,12.9904,1,16.6354,6.4916,293.1593,active
32140,322533233,1,10,5.3956,1,12.4904,6.6964,293.1512,active
32141,322534288,5,5,0.913,0,7.7029,7.2474,293.1695,active
